address,tranAtt,refundAtt,diff
0xd863a639c6366b044c7f6ebac07fcbb411f51039,2310,2310,0
0xfe8d488e4e3b613b23cde70a6a9382c34cdcd857,10038.6,10038.6,0
0xd2999afcf7d77c363511c6f807e6fcd22f3b56a0,3300,3300,0
0x1bbd5aabdad40f083409aa835fefa73af811aa68,6270,6270,0
0x549afb2f9cdb90fdef7861b65c2bcf80aabbf765,6006,6006,0
0xf5ed94a2aaf288b2afcb57b70171c87e5ba19c7c,5280,5280,0
0x9bec2178f3ce96b1ee0b07c9a22f6df24ae3092e,7260,7260,0
0x5252f75da0f8067dd46c7243f7fa96acc0651b05,3234,3234,0
0xab3995d686279ad9885eb2cfe6e32c728a7afb56,3300,3300,0
0x46e4cf75e7a515935482c3f1b557efe92893d483,12210,12210,0
0x2d69fb5402801f156f89e01388014670b76b2a5e,19800,19800,0
0x3fd0c125ffa046bcf0fd19a49689b329c957686f,9886.8,9886.8,0
0xedf5de3807d23e5d85b0caa1e10d52b85c2a6965,858,858,0
0xba1d5ec9c9736fac01d1b3c5a77893a25b6c59e1,3300,3300,0
0xc984aaf78b094328bee6d20d8b6c12e4c104a9de,16500,16500,0
0x5707572c74e6d70669d51e4930f3450c3c2be565,15708,15708,0
0x884a9205ae3978d9ef74590d0dd4e3eca0fce215,303.6,303.6,0
0x395ae0173122cb47ff636f21404606f38d28a355,5264.556,5264.556,0
0xd83fd5b1575068e46f403be32954464007061bce,16500,16500,0
0x58f752716d61799e6403c346e98f5ab1892017ef,11464.2,11464.2,0
0xcdcb251430950b037a666a6cdf3cc580e29b4f69,6600,6600,0
0xbd6da64233cc2bc107bb18de8da0c719baabceee,7260,7260,0
0x4f8c61b4dea97b908f47add4cb4fabd4ed1410e9,4158,4158,0
0x404f4c126df0127e5bc3ecf2d566099fd29509e1,2343,2343,0
0x8a9957406da197645eb1982c180441f5cbf46116,990,990,0
0xdd80fe0b1898b9ffa83841eeec6318dc116acb1f,1947,1947,0
0x94540fcffbfb4134ebe22faa9a4228eb726e8ded,6336,6336,0
0xf5f12e48b3fda87dcfcaedefebd0987044f7292a,6600,6600,0
0x27605d214abe10f373347096b2c1ac25115ad8ad,1650,1650,0
0x8aaacc43a9df168e288b511a853a377f8ecbdfee,4884,4884,0
0x3f1a01badbdda7eec4e0dc16ce46e27b9958d7a2,6329.4,6329.4,0
0x05237bdb3dcb5bc44fe13d9da6f37544a369c42e,3300,3300,0
0x555bdae8a05d8b58d25341e83e84fcc45b3e0154,16012.458,16012.458,0
0x5aa6deabb1516952206ca689abf9262bf01d589f,2772,2772,0
0xf4fec2b94e586824be00b55fe7fec9fdf422e6e9,3960,3960,0
0x156e95e0010ceed1a61c598e08ad960ab400f3e8,3894,3894,0
0x6ee8a208ae8ffa2814af676dee20acfb74ddf95b,3300,3300,0
0xa29c7e7b38bea68f46da9bfa748813250fc945d3,990,990,0
0x655b02b5bda5bd3e557cb25b8d6b4d6101bba4ef,660,660,0
0x0572bea979f6cdc3cb2382e71ce6e74acb70aafb,6600,6600,0
0x3285de43ad6ad897cfdf0e48808b2aaca3df871d,1320,1320,0
0xc62662194e68738cd504ecf837c25b67faefa659,792,792,0
0xf25a6fce7a2325b2a83d820981fe443d80e12df4,13761,13761,0
0xd5fc78908425fa97ba18933dbab7287742f84899,6593.4,6593.4,0
0xf2907692c9f3ff410a5f93d8295302126869b985,181605.7870836,181605.7870835,1e-7
0x6f618f791ad097b1dd81c854b2548f662d218ed5,9306,9305.9999,0.0001
0x1155894ceb25f6291531cfa04df9ae26d80f7ae9,5280,5280,0
0xa6031aa7a61e246e41bf5bcd9410103c6acad9df,3300,3300,0
0xeaa54285e33e3410a111a04fed143f40246891fd,19859.4,19859.3999999999,1e-10
0x3dacef640a0752701064374f81cd29dc382f7a44,6586.8,6586.8,0
0xe5d0be441627472f4d3d15eaf8107bdcceb1306a,2640,2640,0
0x087396b991c6ce0c0f9812a88047bb97de91ae50,5148,3000,2148
0x6c7e3e4ba165b94ff80f989bc8bf412e298fce28,7166.94,7166.94,0
0x7df82683a572d9529426b0c799083397193e0387,660,660,0
0x5205db26070388518f87f854128632995ee0867a,3300,3300,0
0xed7b4c42df9696dba1ed318d5d53cdd99bfb907e,2772,2772,0
0x29a893828c56c86698bce9dcb03a7b20af77f110,1937.1,1937.1,0
0x67f9ad4ef5fba05913a936d097aed9b17b3984fa,132000,132000,0
0xe8f0e3751d31e8588edc99a7522edfc51a6914ae,6600,6600,0
0x0c93914d5f3262035f271d48c93f8b86d2410dfd,9900,9900,0
0x3b112cbd0d11e076c223e4c782fae0ab0625db40,1293.6,1293.6,0
0xcc9dcd8cfdbfc510f14fbec8b1fa0ad4bffb878c,9424.8,9424.8,0
0xcc60e324047713b63c651240f1a96973eaa3d267,2640,2640,0
0x9d2ef677f859f248c4f92ddcd52c1785335e8a44,2409,2409,0
0x0bdba0f8141f94c0392779ba67582e0302905787,7788,7788,0
0x01298a30972a51fecd5cb9bb6afe6d32809f3ac2,33000,33000,0
0x28043921dd87c92412dcf3b3c0a3bc2226f5f9ee,3300,3300,0
0x96989b2e5358126575fa2bc7b749f773ab2ca830,1980,1980,0
0xdf2931fa45182a7027db28f44b38ba3cb5bee77f,660,660,0
0xa6e37b0fa0b28607991608f95bcb7bb9c356c5ce,4620,4620,0
0x6b163ca9a0436f508403624da8d8a952fdd44a65,3300,3300,0
0x3c0ab5d57dda0e37ab9c344c3ee1fcb02cf7a556,528,528,0
0x6c502e3bf0d240c67be9cde166469ac8a6652ed9,1562.88,1562.88,0
0xafb0e976eab94f835a2726ef03ec4103419b2a4f,1320,1320,0
0x4831654d3f48316e9f12b2250593daaa2030144d,1320,1320,0
0x6cc15caa8deb5ce99e782cc5125970b65e753456,1870.77,1870.77,0
0xcaa75465ad34368428a6c86b778e16b841fab90e,323.4,323.4,0
0xcf9ed8d28d0028d6608b27a6816a16dab799506a,1325.412,1325.412,0
0xf2c555386faf58b3694160dea58cb02420358141,1940.4,1940.4,0
0x655d2e4e997040752edeb3f12808300e46d14e10,39600,39600,0
0x0ac4a9b827a22c5126e9b8e2fd56450d7aa9f335,17919,17919,0
0xf0d10ce8663649fcb943ae8354b22c1073864ed7,2640,2640,0
0x1df775f1d97490d3dfaee5008513041d16ff9f5f,15906,15906,0
0x2447db355bbe7c083c14ae0f24c5b4920c10ad1d,9682.2,9682.2,0
0x27b8ca61039cc0ef3a5a11a0b71347c2cf8f3bcc,5280,5280,0
0xa2d9c639a5c27937453d36c0caaf7765dd4025b6,3326.4,3326.4,0
0xb186f31036e75b49574be6a03800199b9b07bc5a,7501.56,7501.56,0
0xc571c702c0b6d7fb6421676373da13d9e3e93250,683.628,683.628,0
0xe0b2b45fcad2d5b9e0da3c1e5e26295ac6562982,8580,8580,0
0x77986a2bc42f843851a30d4e13a9340bd7a006fe,6600,6600,0
0x972e82c586f06b8eb07c6ae3b3bb2ba84ec73760,204.6,204.6,0
0x170960cc6a33d4ac46deadc533a091963eec8bec,1320,1320,0
0x72b6a538f73f83fd05c8efa79510b005d80d496a,1980,1980,0
0x3a8f2c6125697bec4c199516f395e149e2630e94,12870,12870,0
0x3d30b9f9bf8305b6145c6687b7148a3a0e7ea35e,1419,1419,0
0x4abfde07f9e2063de98d3f9e39b18bb537f2fa2a,9900,9900,0
0x2a4b58c29fa57d8462a3dec41783b6b73a537ae4,1320,1320,0
0xb5ba9deb550bd22031582a0595d3d0ab77b91abb,6600,6600,0
0x38e535192afebbe641c928d182dfd4fe0a0a6055,6527.4,6527.4,0
0x3c8398baf8fc815e2761352a344a5e740eb56385,1036.2,1036.2,0
0x598cc0dfe6cc30f74af074b6e067984d637d6f15,4620,4620,0
0xc2be35edd0afd295b29edbf2113889619dbf4ccb,1980,1980,0
0xc14a43111c2a94e3c1ecbd65ab5a9e9838ba5253,14269.2,14269.2,0
0x199688e208fa29f3a1abde34b1097677a56816ea,1980,1980,0
0xd333db2e76d6bc1ca9a3dd325b507b469eabf877,78870,78870,0
0x21468763f7c8035e68bcd1954366824d1bcdd13a,13833.6,13833.6,0
0xa51362433550de5c7810ed82c846940c8fe088bf,9900,9900,0
0xeaf25acebce0baf3607a16bd4ebb38ef1115fa71,13200,13200,0
0xdc6db81e9bbf6dacb04e5d33f53c55bc1ddbb170,6270,6270,0
0x2f42d2124e9e160b0735810245d68a65621b1d64,646.8,646.8,0
0x597990506d90598ed5960e7506897aed7a00328d,3300,3300,0
0xd78de064cac5517360290dd84e710b2c277852db,10560,10560,0
0x9fb7563a1969f034e8feb83e499c967d31538e86,3153.414,3153.414,0
0x17181b6127a1c11c9d86380860058bdca4fdb09c,18018,18018,0
0x4cfa90ff83f3f16a29bf408e9322c9f1e30d18fd,75240,75240,0
0x24b8800678045b8ab7e79f6af002cde28054d27d,3300,3300,0
0xce8c881878eeb10680e1123314ba65144158bde7,5082,5082,0
0x83083178cd24948420182fe358b7ad32de83a493,19800,19800,0
0x372308368733b0924c9482d0ac2e9af25cb278d8,6600,6600,0
0x974e92713d0d4b692d51ba81082a24a8bb85582a,7590,7590,0
0x7ad38da4923b602ba8047b06354bff55a1d7b08e,1056,1056,0
0x43a40783fbd32a38cb2d207488869a4de2b0f1fa,2508,2508,0
0xe30d5cc1af38b8a2f9bcf55089d3021ccb7ee4d0,660,660,0
0xb7ce26b8ab1175a122e86a4222060fa54148d405,2640,2640,0
0x38a9168f79052b9dd35087dd1e617140bcba5f45,3300,3300,0
0x428bc25e23129adf4f3ae897b62944d4c87dd4f4,990,990,0
0x7edfe50eb0bc2cb0c6006b2827673585bc84d51e,3960,3960,0
0x7d1a2f6b39fe8baa9ea3c68a1f599231edb433c3,792,792,0
0x8f354687c70a05aa3c6c1c329eb577cc9378a139,1590.6,1590.6,0
0xd2f3b0510cd0cb7b172f151eb76f3b724d6a78e0,3300,3300,0
0x71bc98ca7c9f493d632dd167c414c0c423944973,13200,13200,0
0x005784799748c516f2f184cf45c1ff4cb7497316,2435.4,2435.3999,0.0001
0xbddd5076715f665a4037b48b91bd96fff7a4048d,42144.96,42144.96,0
0xb2246fb79e12607132ce79d92c67a5c717a02cce,9900,9900,0
0xb7280d6d3ee06ce4f5996652ef76857e9ff94041,4290,4290,0
0x2838e1556994de6ca3edf22327c3760f9498bb18,6600,6600,0
0x49f0ca28cdb49423802009f817db8fce3809dafb,19800,19800,0
0xc8ecb6c26eeba19c409a94dd86ad810c4ba90d69,3267,3267,0
0x6af428a041853764d83496984e9724442d5556e5,19800,19800,0
0x258fd17e71c4ab6f34dea8cf838feaacf2491b11,594,594,0
0x13423013738998e40652d006f9f8360ec0a9b695,1980,1980,0
0xf86342e44ea9f8a20d74b8d9992e27c6f911e032,18295.2,18295.2,0
0x1399e34324470794f262f3b590f82f15c527e043,1980,1980,0
0x7ab6ece43854333dc1d026607ab1dd46b2fdb455,9768,9768,0
0xbea29e3d2153cc5473435b78f2a698363d6a0df1,19800,19800,0
0x026d687482e2a1a0f523ec8a29e38834ba769124,3300,3300,0
0x05f83a6150bac66811ef2bb70655c2742a402229,13200,13200,0
0x621b9f61b09c9438a5e0ebf5d6e37e075178015e,726,726,0
0xcd4cfb19fa66bccfe58cabf79f4fabaea8dd0993,3630,3630,0
0x918709e9ca6423e89d1ff75c3e521cc6ff5f3819,7590,7590,0
0xd3c54ca804be044391abd8c80a83654084437332,19800,19800,0
0xafa5c45a4de19c4c3837f447abf0dc90609ce6c9,3168,3168,0
0x4c741a7113f2c04bb09ee3253e2e4a04684a0a75,1320,1320,0
0x672e5a5b33c5dbbbf7afb4f093be0dce5da329c5,647.46,647.46,0
0xbf054b53d1c657995bda3ddd3e5d7379a52c071a,2039.4,2039.4,0
0x20b55115fb8f86d95aedc9923867ac76766dbac5,1320,1320,0
0x478ceb835d62bab854082554258df90359cc9f56,264,264,0
0xb81fe3f6aadb93e3aa973ce86ba06fca3f9de198,2640,2640,0
0x34c788d906100586ba3c0879527bf1e53c5c5d33,660,660,0
0xcfd2bd2a86152bf48b1cb9ab2e52c19d5717fa86,6600,6600,0
0xb7b86aacbba74c587836a48a99c432a9ed7b5aae,1980,1980,0
0xa5ac33472975d6a787bc66c52d59649f2b19e689,3300,3300,0
0x1f4dc26f26262fe6431c6ff1bd304affdf600289,1188,1188,0
0x7cd920d78a878ece6709b45adee93cbff4d18aa8,6138,6138,0
0xa8de112551333323e464f26fae4b04e26ee394db,6600,6600,0
0x50f1cdac55198548523fa3c28b1eb43781e7d3bb,2640,2640,0
0xc3253ff16257cf36fac031db4d4fa410ef0b8a04,658.58217744,658.58217744,0
0xc995f8663cff799acd6e6371ace62c6809e2fb13,3300,3300,0
0x354d2356a6212a078a1116218e98bf6381e1b6c9,660,660,0
0x745c4dabce82d7018c239120cb5cff111b04e1a8,1518,1518,0
0xd735c355c5095bf42069353cfd2b4f290066e8fb,17919,17919,0
0xfed3f1b81b8e88a9081227315a5fb7443124b81f,4884,4884,0
0xb4ca479f58b7d75f73b8e3fc4d4730303279406f,6600,6600,0
0x882aeb41d6e09640bcafe8d6f05b0b15d5a52d59,24816,24816,0
0xa693a543dcb6760c6b6a0336e6078e4258f6612c,15180,15180,0
0x05592f54218f78a850cd5550d165a55ddc55d71c,2877.6,2877.6,0
0xf72c34588fc9052095d9b85fd0f951759cfc4413,1320,1320,0
0x4dc99f263e3ad0fe9a24e029a6606df171c52f9f,2574,2574,0
0x056a79051f7c6195edcecbe3a79c3aff8e2b08dc,521.4,521.4,0
0xba037f6259f2f6059767feaab509cf9ceb2ad35c,15180,15180,0
0xebbf6b57ba2b479600a70ea7d5512842b768c2d8,12738,12738,0
0xf17ce5c9ff333d4f0d1edec48931ec1fb7dcf983,3300,3300,0
0x56f409de8325ac8af90ca1e5045b303a4f1ebdfa,19932,19932,0
0x19fc0afa3244475518be771b96e1f34c8d932dab,15840,15840,0
0xdffd83587a0f3fb3b12b274a3c5ee01dfc05410a,6600,6600,0
0x5f7eae82f568fdaba733df451be59a46fe36f5a2,6679.2,6679.2,0
0xc685835a0be613057ba9b1e77f96a7b10bf69b56,1320,1320,0
0x8515eef9b722584e2f8987cd8b4d72181ef3524c,5940,5940,0
0xee0e18598366a570bce51f5bccb0bda7ea6425a8,3300,3300,0
0xfd52c7c72c18967550b6cb95a171c5988ac1a2ad,6600,6600,0
0xb511f8020a3b12fe89955c0f1257ed7ad14fe362,6600,6600,0
0x7f182bb43ad2d153f0fceb144f7e1310f1967534,34188,34188,0
0x06abf6e3e5c05d02e971b7ac07b2becd7cab1b03,1650,1650,0
0x7086158d24f331c5abfd232ef2a92c175c34c564,1320,1320,0
0x816373c4a862f2f7828b0dd4f1992e2a0ba0dea7,19800,19800,0
0x687f04a191640b4c1f1e3e0211e8f6d3a3a98f00,9042,9042,0
0xfa79e7004f4064bf3c09478f773bfccb612c9830,6600,6600,0
0xb0b480efd749c22f1258029352f4408c4c61705d,12896.4,12896.4,0
0x7b39c44fe04294cf59f34d345b399df25c470173,120120,120120,0
0x4e2b10fdc68fdd35bb85909f1727fd90f4df0795,1980,1980,0
0xb7edcf7b9f545bb267efeb44c01ca811f120d122,9900,9900,0
0x28d98e31c040734b3dba6ec183a712f0a83a1b6f,17028,17028,0
0x386f5085f8e17cd2a415c66e0c85ec034ffc7953,1980,1980,0
0x230f3933f2ea274218e40fd043b4cac0388ae29d,15840,15840,0
0x9b9926d6ea4e1c8f09e20c6428c61f8d2d9a9f23,19800,19800,0
0xbc6a27289e685e4b341d52596b40c7af7f05c176,3300,3300,0
0x49942ad6103cf36101207ecbb6be571fa673f28c,3102,3102,0
0xf672221676208c4e38828426e680b5e667b3d7ff,13200,13200,0
0xc9ee695cc4f96240d9850f763fc9eaf22a60afa9,3300,3300,0
0x787521164d8c5e3239c29f9f81a6c189d9944aab,1451.34,1451.34,0
0xcfed941fa4d53566dcd15ed6a0338022565a6fec,11332.2,11332.2,0
0xe2a23127dbbb99a18418a2a3cfb537760429f44e,10428,10428,0
0xed2886ae3b44e5b00660b7e83544fdc7fc578d1c,514.8,514.8,0
0x6d6c7885cec20e0f8b929fe7188e39dcc80d57ef,1254,1254,0
0x74a16dcdfcfe8a9a283340163ef23b9cc83f3ec9,1320,1320,0
0xd315959e879d36d314c19ccf6654dce6b7255fb4,1168.2,1168.2,0
0xad4467ffde3761b8a7fbc07fab854fed32772013,7920,7920,0
0xbceaff1da1e57f3d65d39fe26b1e386ae7f6ef14,6600,6600,0
0x22229a42b47608e3038502969aace61b79e33dc0,910.8,910.8,0
0x55c37c081852c5d9215a082f838a1f6391d7e1ba,660,660,0
0xfc61563ad79109f6f04e9085474ef7e8bf641baf,1188,1188,0
0x12b49e191606db0b5f5bb8540e55a9792c0ffcad,39600,39600,0
0x45394116e4f2e8c3685ab9d169380d2d6d1d2d4a,1759.5285906,1759.5285,0.0000906
0xb18fdf715789db326c0f3c5b33d500ccf2ebc5ad,26334,26334,0
0x242765fea89bb61a4f4abc555334245226b2f3af,15180,15180,0
0xa5672718d3d82c4c9d1eb5754566075fa4687817,2640,2640,0
0xce7c6b782637d844ebb12eb87b15544c4ec0ce1d,6600,6600,0
0x92172bdbdd6fe5b6fdd15dca70e03883d1943678,4752,4752,0
0xae0bf847620f23923bd4c4d6c83536d61ffa7fa2,6600,6600,0
0x04ae2ff50bf6437e3d854acaff41548648dc954d,6600,6600,0
0x419d7b7a74e2e218db399b927fee63d312d793a7,6573.6,6573.6,0
0x2a83de1b989a7adfbf44beeec4ec61cf109d5d4e,19800,19800,0
0x2a7e1c4c4734e720b0c7057753d7d985043ea3fa,2838,2838,0
0x40d4aad72c0a8e271663ef0049e816125dd5fb67,21120,21120,0
0x78bf0dfd367a27998a90aa0637b189015c0f9617,30736.2,30736.2,0
0x09723e22c289dbeacb7e90b04c745394a83d0b86,1326.6,1326.6,0
0xce9852444b734ba77d2e921b159f7ece505ebfd5,16830,16830,0
0x299b373c3a3457f8488404b314b749589d58b3be,19800,19800,0
0x55a5b9f849f9f3766864559f701bc8e5086bcef3,877.8,877.8,0
0xeffac488953982ae1a8856e42a8fe3c9f5d174d3,13200,13200,0
0x31686a5841d83b8f4898f854bf4bb8fa17db06ba,2640,2640,0
0xfe97a5d5518c6321ed67ed051af8bf8dd5a1c306,8580,8580,0
0x8541b3c4516d51e0018568a6cacd962a214230c5,2640,2640,0
0xa77ea6eca6f8ab076270cccda2dab6275f6f175f,8580,8580,0
0x165270e39c2e18c44e8e0d08fcf2a48a1f02fc59,5940,5940,0
0xa867f96d53b17286f4b84fb98e0f1dded459f982,6600,6600,0
0x9847288c020f184865794137aa1f94e50d72c4a1,3234,3234,0
0x39b2c0ed38352d65d35a903bbb3cd943b39fb8c0,1544.4,1544.4,0
0x961fdebd28d792a2da9fcb128bdcfcc33635e179,14520,14520,0
0xb3f6817cf10348ddfadf87a17943f19a424f9436,46530,46530,0
0x201a52fd4b96b0ab999d1c6a0ffd222b09c0cea6,6600,6600,0
0x3b3d13ce8ef8e3d0629d8147495e8422bb2e000a,2081.112,2081.112,0
0xd862cfe64410283236cc529e085c12ea6ec60607,3894,3894,0
0x8c131e27b56883606cbe762b37be1f96e654264f,2488.2,2488.2,0
0xd421838a42bb009f7982ea6216d84b9c11728b19,309540,309540,0
0x534648ff47d2bf6fff7033ecac5812e0e3cd02a2,2640,2640,0
0x8b483e7e98409302a9908250084b79ed201526e9,19800,19800,0
0x70172d7da6fa2eee573a2a1eb9fa5cd1d3f0b432,660,660,0
0x4a112595afeb5a2271cf5ee9279ba33470df1ee4,7920,7920,0
